ID,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
37441,2186,2,3,Suburb,2021,244863.04599208772
37442,2743,3,3,Urban,1991,287974.46869785985
37443,2435,4,3,Rural,1976,250918.54768067025
37444,2007,5,2,Urban,1992,210906.06559285865
37445,1345,2,3,Suburb,2004,172814.16056019955
37446,1738,4,3,Rural,1954,220216.27123542005
37447,1502,2,2,Urban,1959,120667.6600010725
37448,2593,3,1,Urban,2009,284476.8818214351
37449,2317,2,2,Urban,1995,217153.89375113157
37450,1383,5,1,Rural,2003,130280.61112259212
37451,1127,2,2,Suburb,1969,148147.48254780393
37452,1597,5,3,Urban,1970,221712.21362279743
37453,1524,5,3,Rural,1998,136180.8993742685
37454,2235,4,3,Urban,1966,218566.2651670104
37455,1541,5,3,Urban,2017,267047.58636476327
37456,1858,3,1,Suburb,2015,231419.0708686842
37457,1522,4,2,Suburb,1983,90462.74212249012
37458,2266,3,2,Urban,1972,258914.6794481293
37459,1696,5,2,Rural,1950,126855.74964585742
37460,1878,4,3,Rural,1950,163393.3181436171
37461,2460,3,3,Suburb,1999,259605.9310192093
37462,2338,2,3,Rural,1979,210520.71737725
37463,1638,5,1,Suburb,1972,266057.412822454
37464,1923,4,3,Suburb,2009,284546.88395270973
37465,2032,5,1,Suburb,1956,261575.25215347263
37466,2392,4,3,Suburb,1984,251141.0677837299
37467,1711,4,2,Rural,1997,246438.50074613
37468,2406,4,2,Urban,1952,294288.905390535
37469,1458,4,3,Rural,1964,230523.3872992759
37470,2909,5,3,Suburb,1961,391704.58017997246
37471,1756,3,1,Rural,2007,206172.43866684943
37472,1079,3,2,Urban,2020,112675.55374675377
37473,2138,5,3,Rural,1982,256933.7614979564
37474,2610,5,1,Rural,2009,306545.1981991349
37475,2610,5,1,Suburb,1979,247491.49092188544
37476,2637,4,3,Suburb,2017,332452.18826718046
37477,2426,2,3,Suburb,2001,268558.1426731797
37478,1276,2,2,Urban,1987,57935.29043124984
37479,1508,4,3,Suburb,2016,176664.13268750542
37480,1851,3,3,Suburb,2018,256703.79450343715
37481,1281,4,3,Rural,1991,215656.8045254051
37482,2855,3,3,Urban,1964,319702.15136839537
37483,2378,5,1,Rural,2017,288165.08728491125
37484,2819,3,3,Rural,1958,294681.955622823
37485,1457,2,2,Rural,1989,256654.84260982068
37486,2375,3,3,Rural,1971,293254.5357658403
37487,1141,3,2,Urban,2007,149254.47287334618
37488,2398,2,1,Suburb,1952,254875.4464993836
37489,1595,5,2,Suburb,1968,167374.0546506378
37490,1943,5,1,Suburb,2016,267728.94398797007
37491,1550,4,3,Rural,2008,215983.7993629032
37492,2475,4,2,Urban,1983,301447.5307710253
37493,2304,2,1,Suburb,2011,260404.7383370349
37494,1184,2,2,Rural,2014,136165.72516069806
37495,2643,2,2,Urban,1995,291642.0040928124
37496,2295,3,2,Suburb,2014,188850.0067404196
37497,1022,3,3,Suburb,1995,115202.93724042212
37498,1322,2,1,Suburb,2001,215162.67168102568
37499,2759,4,2,Urban,1986,301352.17437062494
37500,2553,5,3,Urban,2013,306731.4460080121
37501,1092,5,1,Urban,1996,78766.34111317582
37502,2311,2,3,Suburb,1980,260752.96486817952
37503,2870,4,2,Suburb,2004,254646.82308780507
37504,2282,3,2,Suburb,1987,267240.323381055
37505,2778,3,3,Urban,1962,316746.6288872666
37506,2274,2,1,Urban,1954,248602.68500299804
37507,1463,3,3,Rural,1953,208371.77347106504
37508,1690,4,2,Rural,1975,244383.5263360123
37509,2004,3,1,Rural,1998,217304.48398612
37510,2269,3,3,Rural,1993,284636.2013850978
37511,2564,2,3,Suburb,2011,371040.4126648537
37512,1522,2,3,Rural,2013,82469.67085544222
37513,1460,2,2,Suburb,1994,236673.52110587776
37514,1464,4,2,Suburb,2007,229353.72182767143
37515,1775,2,3,Urban,1992,166828.86066682782
37516,2342,2,2,Suburb,2013,200846.1436900565
37517,2211,2,1,Rural,1987,220628.47535797197
37518,2217,5,2,Suburb,1968,305547.89123115444
37519,1601,3,2,Suburb,1987,119072.25952271376
37520,1169,4,2,Suburb,1978,42560.73786614984
37521,1191,5,1,Urban,1966,149626.7218423386
37522,1279,2,2,Rural,2013,173904.4776272449
37523,1976,3,3,Rural,2011,178162.697660264
37524,2233,3,2,Suburb,1970,187906.90715094563
37525,1414,3,3,Rural,1984,213310.64774762545
37526,2767,3,1,Suburb,2008,340581.25696529576
37527,2316,5,1,Suburb,2021,191965.478917244
37528,2993,4,3,Rural,1996,321660.3266492497
37529,2079,2,3,Urban,2001,238678.5835542695
37530,2801,2,3,Rural,1977,257263.16701214
37531,1834,3,1,Urban,1992,192669.49347265737
37532,1537,5,3,Urban,1967,155028.407238951
37533,2555,5,3,Rural,1981,303335.0847736133
37534,1803,4,2,Urban,2017,240154.151650994
37535,2388,3,2,Rural,2021,256190.9426633512
37536,1544,3,3,Urban,2008,223222.0919481341
37537,1948,3,2,Rural,1970,299486.85763288214
37538,1366,2,1,Rural,1996,153850.53939287018
37539,1891,4,2,Urban,1990,218247.1257422729
37540,1837,5,2,Rural,1977,163399.3090534898
37541,1120,2,2,Suburb,1993,172196.56468260987
37542,2571,5,1,Suburb,1974,252107.5986893329
37543,1564,2,3,Urban,1953,194932.5702367606
37544,1389,4,3,Suburb,2009,164579.75081691484
37545,2837,2,1,Suburb,1964,381359.4825935938
37546,1253,2,3,Suburb,2011,155853.05200506723
37547,2857,3,1,Rural,1972,251556.1197678522
37548,2856,5,3,Urban,2016,331372.7498666414
37549,2205,4,3,Suburb,1950,298527.5164748207
37550,1413,2,1,Suburb,1952,152823.44419809332
37551,1346,2,2,Urban,2009,152090.27707057557
37552,2835,2,3,Suburb,1987,289879.1574379574
37553,1398,4,1,Rural,1975,205703.66922567427
37554,2197,2,3,Urban,2016,233829.23864061973
37555,1067,2,1,Suburb,2014,118139.20214549205
37556,2143,3,2,Suburb,2018,233648.8495237548
37557,1647,2,2,Rural,1998,178905.0821903452
37558,2377,3,2,Rural,2005,301143.07795586425
37559,1548,3,3,Urban,1970,134387.03518872135
37560,1577,4,2,Urban,1990,183926.0921978942
37561,2281,4,1,Urban,2020,241112.37633408885
37562,2280,3,1,Suburb,1980,241802.559303268
37563,1054,4,1,Rural,2002,120847.04899004615
37564,2458,4,1,Rural,1969,285258.9992647347
37565,2097,4,3,Rural,2021,222578.89237661747
37566,2901,5,1,Rural,1951,346104.4052613327
37567,2922,4,2,Urban,1991,377865.34373358986
37568,2334,4,2,Suburb,1996,240040.7244543369
37569,2004,4,1,Rural,2004,280264.92415400024
37570,1441,4,2,Rural,1956,149135.78377376843
37571,1601,2,1,Rural,1977,117202.97875933917
37572,1651,5,3,Urban,1963,281549.0384841232
37573,1495,2,3,Suburb,1991,206809.05993393497
37574,2835,3,2,Urban,1996,343695.7543574376
37575,1909,4,3,Urban,1968,323968.4240343218
37576,1760,4,2,Urban,1983,239477.1411717933
37577,2111,2,2,Suburb,1974,196992.3029794249
37578,1870,3,1,Urban,2021,182653.4955461957
37579,2776,2,3,Rural,1983,289493.3385661645
37580,1347,3,1,Rural,1960,37107.80959469125
37581,1507,5,2,Suburb,1973,167392.27164966642
37582,2221,3,1,Urban,2003,289286.93675040005
37583,2870,2,2,Suburb,1960,318830.2822749786
37584,2072,5,1,Urban,2007,124070.38728202028
37585,1022,4,2,Suburb,1971,114492.38644627352
37586,2122,4,2,Urban,1983,150751.89519911062
37587,2953,2,1,Rural,2019,381656.1050950242
37588,2774,4,3,Urban,1991,334436.9252099846
37589,2026,4,2,Rural,1957,214381.9247482522
37590,2014,5,2,Suburb,1955,204274.25042339723
37591,1834,4,1,Rural,1968,249037.33016868628
37592,2044,2,3,Suburb,2014,239385.28923438367
37593,1568,5,1,Rural,2018,253183.57970936588
37594,1303,3,3,Suburb,2007,212535.65630925665
37595,1622,3,1,Rural,1982,162059.8140930315
37596,2431,3,3,Suburb,1981,376449.0019858258
37597,1941,2,3,Rural,1974,270765.9845312167
37598,1201,4,1,Rural,1970,174155.4732637125
37599,2715,5,3,Urban,2016,238110.98050847364
37600,2215,3,1,Urban,1998,251347.54981132783
37601,1742,2,1,Suburb,1981,248780.0672242814
37602,1877,3,1,Rural,1956,155414.11310720182
37603,2828,3,2,Suburb,1958,296442.04562555085
37604,1600,2,3,Urban,1976,211086.38894953264
37605,2178,4,3,Suburb,1962,206179.9732893413
37606,1669,5,2,Suburb,1975,117108.3348217526
37607,1434,4,2,Rural,1989,227151.09262741785
37608,1862,3,3,Urban,1986,336946.3100879996
37609,2055,5,2,Urban,1969,250267.09994017225
37610,2686,2,2,Urban,1965,314965.1566391357
37611,2379,5,1,Suburb,2001,186418.05010045247
37612,1685,5,2,Rural,1967,160037.99886173138
37613,1751,5,2,Suburb,1953,233299.6933250828
37614,2617,3,1,Rural,2000,324141.8084628446
37615,1941,5,2,Rural,1966,222369.35574008644
37616,2809,3,2,Rural,2009,346878.769602496
37617,2878,3,1,Rural,1978,275753.6141897401
37618,1445,2,3,Suburb,1989,118294.22314781132
37619,2170,4,3,Suburb,1951,275839.06373918883
37620,2008,5,1,Urban,1992,181305.3906605169
37621,1733,4,1,Rural,2017,171966.02473949923
37622,2611,3,3,Urban,1988,256208.22762307516
37623,2460,5,3,Urban,1965,240490.18357141025
37624,2002,3,1,Rural,1996,230760.62878549844
37625,2274,4,3,Suburb,1967,242349.32813367216
37626,2567,4,1,Suburb,2010,253487.5592129661
37627,2332,3,3,Urban,1954,278053.5057429479
37628,2801,2,2,Urban,2001,296463.55195065984
37629,2931,5,2,Rural,1956,341714.9005532471
37630,1203,2,1,Suburb,2005,73243.54898563694
37631,2065,3,1,Suburb,1973,219879.67464526635
37632,2510,4,3,Rural,1981,267843.9255916794
37633,2574,4,3,Suburb,2014,275616.2396983994
37634,2056,5,3,Suburb,1967,230898.659111754
37635,2379,4,3,Urban,1978,273568.051190207
37636,2775,2,2,Rural,2018,218042.38787262933
37637,2334,4,3,Urban,1982,249157.97430781857
37638,2599,2,1,Suburb,1990,190661.60490839364
37639,1967,4,3,Urban,1991,235663.8437831698
37640,2918,5,2,Rural,2000,184421.774698569
37641,2065,4,3,Suburb,1952,222210.55576430575
37642,1705,3,1,Rural,2016,140016.09769821644
37643,1843,3,3,Suburb,2002,180639.78817510544
37644,2153,2,3,Rural,2014,190009.3170177585
37645,1084,5,3,Urban,2011,108758.52074175605
37646,2070,4,3,Rural,1987,163562.00657080457
37647,2081,2,2,Suburb,1954,125093.43957912568
37648,2736,2,2,Urban,1986,270371.3682934256
37649,1773,3,1,Suburb,1961,180826.20185038133
37650,1889,2,3,Suburb,1976,181526.37335759337
37651,2731,3,2,Rural,1966,352749.8956022301
37652,1617,3,2,Urban,2007,206275.8198718592
37653,2635,4,3,Suburb,1996,269129.4894408625
37654,2830,4,1,Suburb,1953,317164.0200652822
37655,1883,4,3,Suburb,2004,263462.32058404194
37656,1180,4,1,Rural,2010,106441.6545955345
37657,1711,4,2,Suburb,2013,185796.25737641647
37658,1694,4,3,Rural,1968,178202.43325665145
37659,2485,4,1,Urban,1991,290623.69789342623
37660,1736,4,3,Urban,1984,116667.31547991214
37661,1491,2,1,Urban,1979,182294.9866380608
37662,1792,5,1,Urban,1954,132012.5295225868
37663,2661,4,2,Urban,2015,308854.90099919715
37664,2499,2,1,Suburb,1987,320829.8688366646
37665,2714,5,2,Suburb,1958,192537.36652157232
37666,1515,4,2,Rural,1964,226820.97793766492
37667,1312,3,2,Urban,1967,121203.02382585416
37668,2559,5,2,Rural,1958,205381.05406027363
37669,2698,2,2,Rural,2001,337175.6266253971
37670,1848,2,2,Urban,2015,123727.99516263726
37671,1981,4,3,Urban,1993,146816.75400225268
37672,2291,3,2,Rural,1972,294940.1128123982
37673,2854,3,3,Suburb,1958,240922.3499708457
37674,2356,5,1,Urban,1964,198571.6081089628
37675,2029,2,1,Suburb,1980,315358.7749202575
37676,2366,3,1,Suburb,1971,273948.9123652386
37677,2192,2,1,Rural,1978,177115.76043437968
37678,2271,4,2,Urban,1967,306636.3688028087
37679,2194,2,3,Urban,1952,89483.75719351278
37680,1705,4,2,Urban,1964,176924.308609093
37681,1465,5,1,Suburb,1981,116399.90538238367
37682,1987,5,1,Urban,1971,194031.03817061888
37683,2292,3,3,Suburb,1961,252085.4339631508
37684,2617,4,3,Suburb,1962,358073.34772506554
37685,2973,5,1,Rural,1983,332924.2781743761
37686,2465,3,3,Rural,1995,182359.2106433797
37687,2397,5,1,Rural,1981,313568.31335185404
37688,2607,3,3,Rural,1950,206996.72855911092
37689,2282,5,1,Rural,1950,351438.5468115283
37690,1652,5,1,Suburb,1981,214040.8869209901
37691,2295,3,2,Rural,1963,216608.41161162563
37692,2637,4,1,Rural,1974,225742.47983801377
37693,1061,4,2,Suburb,1958,197483.66380482327
37694,2887,5,3,Urban,1997,343832.9924479468
37695,1968,3,1,Urban,1982,188066.41328806663
37696,2698,5,1,Suburb,1987,350344.3059838556
37697,1419,3,3,Suburb,1950,241622.1179001272
37698,2616,2,1,Rural,1998,249417.33927214253
37699,1109,3,1,Suburb,2011,135336.77140579064
37700,2438,4,3,Rural,2004,296945.7041793192
37701,1232,2,1,Suburb,1979,126844.0055593764
37702,1402,2,3,Suburb,1983,264869.9848353355
37703,2431,3,3,Suburb,2005,306685.280983225
37704,2327,3,1,Urban,1992,253866.13581960677
37705,2151,2,1,Rural,1997,345179.73240465915
37706,2836,4,2,Suburb,1978,284820.0038527527
37707,1948,3,2,Suburb,1977,190316.12062909608
37708,2192,5,1,Suburb,1951,262798.6705927611
37709,2537,5,2,Suburb,1961,335767.6121929088
37710,2016,3,2,Rural,1980,180845.49890245352
37711,1441,5,1,Rural,1967,208890.085066738
37712,2965,4,3,Urban,1983,248253.24364655357
37713,2213,4,2,Suburb,1973,281852.5342423759
37714,2736,5,1,Rural,1987,345579.2658911026
37715,1977,3,3,Rural,2007,208233.5366194581
37716,1442,5,2,Rural,2002,180944.6250952969
37717,1119,2,1,Suburb,1977,174401.71019909228
37718,1370,2,1,Rural,2000,86754.02922764835
37719,1897,5,2,Suburb,1973,274955.6779755036
37720,2347,2,2,Rural,1985,211427.52354987687
37721,2156,3,3,Urban,1999,227790.90308576508
37722,1393,5,1,Urban,2018,275088.1792446597
37723,2635,3,1,Rural,1969,349194.11055284773
37724,1055,4,1,Urban,2012,151065.90760415496
37725,1877,4,3,Urban,2001,209698.98187987047
37726,1485,5,2,Rural,1981,254285.5190189728
37727,2199,5,1,Suburb,2016,291364.2826139209
37728,1986,2,3,Suburb,2010,244280.8111719849
37729,1342,5,1,Urban,1958,104854.55260735536
37730,1964,4,2,Urban,2013,196700.2341805446
37731,2860,3,1,Urban,1982,218325.8758209885
37732,2962,2,3,Suburb,1973,213931.24318286177
37733,2118,3,2,Rural,1994,214507.14640090585
37734,1572,4,2,Rural,1985,181359.3332081869
37735,2362,3,2,Rural,2017,184863.627782527
37736,1038,3,3,Suburb,1997,87154.4161617253
37737,1226,3,3,Suburb,1987,92229.4891057906
37738,2264,2,2,Urban,1994,291833.6604572939
37739,2517,3,3,Urban,1967,217363.64737721052
37740,1871,5,1,Urban,2017,213894.31463154923
37741,2021,5,3,Urban,1988,242060.1608875045
37742,1508,4,1,Urban,1965,149586.15312931265
37743,2687,2,1,Rural,1964,318203.580801142
37744,1527,3,1,Suburb,1962,183070.62672811947
37745,1969,5,3,Rural,1974,299886.2251060108
37746,2996,4,2,Suburb,2021,327147.00302395155
37747,1657,4,1,Rural,1961,164136.69298400142
37748,1036,3,2,Urban,1956,123234.41936876804
37749,1241,3,3,Suburb,2016,153373.54263245355
37750,2545,4,3,Suburb,1989,239016.37394159724
37751,1558,3,2,Urban,1994,255035.55367444307
37752,2537,5,3,Suburb,1963,217819.4789089163
37753,1082,3,2,Urban,2019,113909.77708137248
37754,1351,3,2,Urban,1952,264446.5956164169
37755,2244,4,1,Rural,2003,314719.0501200805
37756,1557,4,3,Suburb,2015,148944.00020551108
37757,1972,5,1,Rural,1953,161043.55725647806
37758,2952,4,2,Urban,1963,345360.7013164098
37759,1950,3,3,Suburb,2018,245505.45157715044
37760,2621,4,1,Urban,2004,299334.99555434124
37761,1300,5,2,Rural,1987,87844.9600124005
37762,2649,4,1,Urban,1982,311637.53256133053
37763,1875,4,1,Suburb,1967,323932.60450759623
37764,2368,4,1,Urban,1967,312541.31943423324
37765,1347,2,3,Rural,2011,190346.617862541
37766,2394,5,3,Rural,1971,265483.85703241726
37767,1572,4,3,Suburb,1960,191067.4426985527
37768,1600,4,2,Urban,1974,213726.6790845169
37769,1035,3,1,Rural,2003,160899.43225551443
37770,1729,3,3,Suburb,1996,226897.84609865068
37771,2993,2,3,Suburb,2021,273396.07262072794
37772,1801,5,3,Urban,2000,303295.45881150843
37773,2189,4,1,Urban,1980,352424.5191147452
37774,1676,4,1,Urban,1951,132478.25814130675
37775,1631,5,1,Urban,1994,210008.15788357265
37776,1429,2,1,Rural,2010,158737.65366974412
37777,1205,3,1,Rural,1962,233165.91786561976
37778,1775,4,3,Urban,2010,157993.5207496578
37779,1948,3,2,Urban,1977,225439.1480372777
37780,2532,3,1,Urban,1999,236402.40906229737
37781,2769,3,3,Suburb,2021,274515.09454170545
37782,1620,2,2,Urban,1994,155361.69935460627
37783,2955,3,3,Suburb,1960,330165.25277983205
37784,2168,4,2,Suburb,2006,141528.02945447306
37785,2048,5,3,Urban,1997,208094.84388928185
37786,2979,5,3,Rural,1977,370797.5287451464
37787,2797,2,1,Rural,2003,301401.1863714313
37788,2631,3,2,Urban,1998,243928.46377224664
37789,2915,3,1,Urban,2011,324393.6858996897
37790,1242,3,2,Suburb,1981,79822.29256770431
37791,2962,5,2,Suburb,1993,273759.3178261248
37792,2803,4,3,Urban,2018,357443.2482221876
37793,2375,2,3,Urban,1997,248397.77999469612
37794,1190,3,1,Suburb,2009,132441.09536056596
37795,2464,5,2,Suburb,2015,276540.4343396436
37796,1824,2,2,Suburb,2001,111350.5533921306
37797,1270,5,2,Suburb,1965,87329.66760115397
37798,2176,3,1,Urban,1970,226725.7213381088
37799,2889,4,3,Suburb,1981,297655.98613018915
37800,1455,4,2,Suburb,1958,168796.42814431392
37801,1055,2,2,Urban,1998,128967.41805878976
37802,2157,2,1,Rural,2006,294018.9914407797
37803,1357,3,2,Rural,1992,129469.08894058142
37804,1155,3,1,Urban,1998,139225.7917638209
37805,1602,5,3,Urban,1967,188267.5363251064
37806,2452,5,3,Suburb,2004,311243.5008211272
37807,2153,2,3,Urban,1973,284544.9168432399
37808,1446,2,1,Suburb,2008,134614.44152159916
37809,2333,3,2,Rural,2009,246771.86653969015
37810,2430,4,3,Urban,1976,376260.1156171492
37811,1057,2,2,Suburb,1958,118092.00217452954
37812,1152,2,3,Urban,2004,155445.01819100935
37813,2629,3,2,Urban,1971,265292.47964839
37814,2022,5,2,Rural,1989,249610.86911873388
37815,2041,5,3,Urban,1958,194900.4321201048
37816,2908,3,1,Urban,1958,246697.5867195166
37817,1681,4,1,Suburb,1985,160279.40736253667
37818,2848,3,1,Urban,2019,246039.447515076
37819,1660,4,1,Suburb,2000,142039.2245521621
37820,1365,4,1,Suburb,1971,202102.8637484788
37821,1604,5,3,Suburb,1974,195112.0898450397
37822,1100,5,1,Urban,1994,93106.6073114253
37823,2029,3,2,Suburb,1971,207375.4960878908
37824,1497,5,2,Urban,1963,216308.64765554375
37825,2934,3,2,Suburb,1986,392038.2971469336
37826,2293,2,2,Urban,1969,158086.12428606494
37827,2663,3,3,Suburb,2006,256193.52154837424
37828,2721,5,2,Urban,2015,362666.67443626747
37829,2944,5,3,Suburb,2005,355540.26476930664
37830,1041,3,3,Urban,2021,151614.11807901037
37831,1116,3,2,Urban,2015,118614.52443690892
37832,2590,5,2,Rural,2000,287768.9365814012
37833,2747,5,1,Urban,1984,240595.71690898767
37834,1124,4,2,Suburb,2018,151028.92116031903
37835,2623,5,2,Urban,1994,303399.0695060428
37836,1643,4,2,Urban,2016,149338.12081283442
37837,1358,5,3,Suburb,1965,142048.65136233543
37838,1566,5,2,Suburb,1965,118732.12342077284
37839,1994,5,3,Rural,1987,220428.36603157985
37840,2690,4,1,Urban,2018,295716.6391274077
37841,2100,4,1,Rural,1987,259693.44591175643
37842,2214,4,2,Urban,1955,227479.15854383944
37843,1480,4,3,Urban,1998,192665.0284525914
37844,2797,5,2,Rural,2006,254524.7349886084
37845,2113,3,2,Rural,1951,258892.95026850203
37846,2249,2,2,Suburb,1995,266410.4591202575
37847,2520,4,2,Urban,1969,427589.0870411169
37848,2877,5,2,Rural,1959,323977.4703381235
37849,1322,4,1,Rural,2006,159183.38799407394
37850,2065,5,2,Suburb,1955,307688.5354351056
37851,1723,3,2,Suburb,1961,208807.52938527596
37852,1635,3,3,Rural,1953,162431.3738659531
37853,1544,4,1,Rural,1997,98476.28349045264
37854,2370,5,2,Suburb,1988,250313.06884582856
37855,2100,2,1,Urban,1959,149540.34053117275
37856,2666,3,3,Rural,1979,220348.86943823704
37857,2388,4,3,Urban,2015,321643.6035776867
37858,1261,4,2,Suburb,2008,163799.38548449022
37859,1573,3,1,Suburb,1961,192403.1996796712
37860,1384,3,1,Suburb,1986,159635.66134852348
37861,1434,5,3,Rural,1971,285440.8243043956
37862,2469,3,3,Rural,1973,330639.41397220164
37863,2155,4,1,Rural,2018,216940.81710222075
37864,1880,4,2,Urban,1996,229092.11998630557
37865,2495,4,1,Rural,1990,202816.86424621305
37866,2851,3,3,Suburb,1958,359415.07481733465
37867,1584,3,3,Rural,1992,166659.91002222974
37868,2419,2,3,Urban,1996,289810.953053552
37869,2389,5,3,Urban,1957,282471.3411577721
37870,1246,2,3,Rural,1988,130941.48294297824
37871,1530,4,3,Rural,1951,204744.8183839853
37872,2119,5,2,Urban,1979,185338.16739157695
